FlightNo,X,Y,Z
FL23235,2681.373,6276.978,3790.274
FL23236,5801.641,9328.231,1949.589
FL23237,4051.033,4986.076,6095.842
FL23238,2480.284,4011.071,3636.085
FL23239,7955.756,5344.813,11225.905
FL23240,7949.965,9234.229,11272.191
FL23241,6123.608,1456.309,6919.859
FL23242,689.976,8166.937,8016.458
FL23243,5659.922,2563.116,433.399
FL23244,9390.368,1408.043,2473.984
FL23245,5808.824,8802.049,3739.988
FL23246,5973.316,3491.743,4469.996
FL23247,2921.111,4793.006,3477.068
FL23248,9773.018,4478.533,1154.613
FL23249,7639.53,5458.293,9391.94
FL23250,4978.276,4221.778,5512.652
FL23251,3998.208,9014.145,317.134
FL23252,7219.216,6085.937,5774.434
FL23253,4888.058,4664.717,9295.104
FL23254,2214.252,2579.888,3800.758
FL23255,7060.623,7322.665,10814.757
FL23256,8771.568,8307.094,2966.6
FL23257,8330.468,9623.634,1385.615
FL23258,1201.836,8922.481,306.39
FL23259,907.47,3833.799,4270.688
FL23260,1171.157,3190.301,6692.575
FL23261,442.49,3934.774,8359.978
FL23262,4071.26,1668.066,3194.641
FL23263,1218.999,5464.999,2902.794
FL23264,9325.204,2907.16,4050.983
FL23265,8721.986,7695.777,7696.652
FL23266,2521.714,7684.335,11600.809
FL23267,8852.246,7339.303,4021.743
FL23268,1196.071,5257.894,11123.624
FL23269,8251.202,3542.513,6049.863
FL23270,868.38,8770.521,9777.784
FL23271,6250.53,2569.466,3938.975
FL23272,3405.509,1581.873,8474.75
FL23273,6456.01,4495.236,7249.279
FL23274,9912.856,1844.696,466.262
FL23275,1334.567,3174.923,761.183
FL23276,7551.129,5404.424,6196.897
FL23277,6641.017,4304.469,8542.919
FL23278,7355.742,3151.368,6567.508
FL23279,7361.699,9315.56,1732.103
FL23280,2237.233,5520.988,9905.869
FL23281,5595.114,4592.82,119.066
FL23282,7975.685,6561.908,11458.134
FL23283,7409.254,8531.936,10941.87
FL23284,3918.185,3501.367,702.268
FL23285,3024.754,1715.187,1694.907
FL23286,1780.611,3271.686,10372.639
FL23287,2917.75,9641.082,5955.217
FL23288,8094.538,754.188,9001.022
FL23289,7568.665,7221.24,8937.846
FL23290,8156.258,4497.069,3035.952
FL23291,7467.759,4505.215,6627.724
FL23292,392.495,9629.695,593.874
FL23293,1184.169,7386.329,5951.385
FL23294,8565.004,8384.401,4655.528
FL23295,3672.608,8072.059,6643.926
FL23296,918.171,7352.187,6076.494
FL23297,5736.02,9451.409,7758.476
FL23298,7141.703,1422.699,11854.85
FL23299,4454.501,7513.602,3976.199
FL23300,5005.143,4067.317,10788.123
FL23301,6789.898,6605.309,9100.566
FL23302,6107.042,4760.096,6919.488
FL23303,163.149,7017.704,6515.873
FL23304,1367.548,8904.822,1311.113
FL23305,382.142,7995.37,5304.98
FL23306,5632.603,1221.437,6234.082
FL23307,1467.907,904.6,10867.5
FL23308,185.687,4647.589,11575.265
FL23309,8136.419,792.399,8450.527
FL23310,9549.156,7350.382,11697.83
FL23311,7036.134,1752.874,11980.46
FL23312,5588.271,6147.289,265.432
FL23313,4989.241,3615.068,10001.768
FL23314,8944.225,819.454,9088.253
FL23315,3935.011,8914.85,5986.441
FL23316,3055.655,3363.325,5498.816
FL23317,1628.027,6849.57,7843.819
FL23318,5382.089,4640.609,10791.452
FL23319,6581.444,3282.309,6004.556
FL23320,4133.385,6012.566,3434.119
FL23321,2322.2,9090.067,4531.276
FL23322,9339.938,3948.048,2408.63
FL23323,5764.508,4605.198,8377.311
FL23324,2725.846,7365.192,8980.979
FL23325,1394.649,1397.795,519.131
FL23326,7967.594,3236.002,861.789
FL23327,7319.897,7313.431,6915.319
FL23328,2895.323,4100.494,2604.232
FL23329,8971.61,232.949,6589.945
FL23330,58.342,4997.297,1803.519
FL23331,9212.291,1793.204,5599.531
FL23332,7810.269,1454.658,9852.776
FL23333,4761.076,1532.808,5221.373
FL23334,6181.969,3445.502,3391.052
FL23335,5823.86,9742.228,2689.497
FL23336,4455.532,1163.923,2266.031
FL23337,4777.416,6328.156,2312.397
FL23338,1959.913,1681.373,2130.85
FL23339,4239.246,9218.956,10540.669
FL23340,516.737,1287.879,1466.44
FL23341,5214.32,6558.881,6188.305
FL23342,2988.505,8564.187,2258.006
FL23343,5884.081,5043.84,10202.04
FL23344,890.371,3828.126,6899.78
FL23345,8412.872,5838.558,7528.527
FL23346,9057.549,844.747,9089.644
FL23347,1881.447,4252.352,4688.548
FL23348,8568.179,294.236,1748.703
FL23349,5281.87,3420.079,833.038
FL23350,9892.422,5174.347,4878.079
FL23351,4466.27,1301.183,7500.861
FL23352,8589.771,5631.268,4341.833
FL23353,4090.267,9641.727,3326.972
FL23354,2252.762,1299.434,1424.459
FL23355,7928.076,2249.435,6839.95
FL23356,4905.372,7124.35,1210.192
FL23357,8341.094,2535.218,2356.599
FL23358,4747.713,2448.194,4168.763
FL23359,2496.36,9016.943,3121.202
FL23360,312.141,8100.295,8293.504
FL23361,9149.087,1068.786,1525.538
FL23362,4712.118,6160.271,4461.854
FL23363,2359.248,7168.43,9850.375
FL23364,8830.391,4638.47,2171.382
FL23365,9459.712,7512.092,4379.568
FL23366,2202.245,1577.981,6159.708
FL23367,5876.329,361.083,1048.636
FL23368,5092.399,4725.181,970.915
FL23369,1422.637,140.99,1088.131
FL23370,499.588,9376.337,11835.868
FL23371,8423.212,2975.547,7606.664
FL23372,2825.487,8904.773,7911.481
FL23373,9692.394,7293.485,3475.05
FL23374,740.643,144.606,7823.671
FL23375,1187.971,1016.962,6304.688
FL23376,1027.276,975.897,2815.132
FL23377,9042.03,6140.149,722.749
FL23378,1048.495,3987.781,8288.165
FL23379,4432.172,3737.424,643.01
FL23380,4972.818,1187.177,1875.218
FL23381,9026.219,7286.415,2543.104
FL23382,2607.028,4276.688,3289.087
FL23383,4913.185,9758.53,5854.433
FL23384,4981.66,298.128,11746.323
FL23385,9295.061,9818.018,6855.143
FL23386,3192.117,4808.534,8089.132
FL23387,987.198,7500.652,7021.658
FL23388,3126.012,1282.036,313.833
FL23389,28.57,5090.378,399.545
FL23390,4898.752,3432.701,2341.815
FL23391,7546.505,6848.841,832.63
FL23392,7037.099,475.675,9494.886
FL23393,1748.909,6498.15,10633.049
FL23394,9176.091,2475.848,564.077
FL23395,8207.516,7090.091,2976.511
FL23396,2738.57,3340.795,6549.623
FL23397,3748.664,2931.959,11929.016
FL23398,8956.534,1832.851,11991.442
FL23399,6012.07,8310.273,3975.874
FL23400,5259.266,1202.282,3438.276
FL23401,4614.243,7453.856,1793.675
FL23402,4611.296,448.364,2925.859
FL23403,686.29,3621.554,3035.908
FL23404,2627.369,7242.52,1367.732
FL23405,9975.582,2787.569,3493.587
FL23406,419.352,9146.005,11984.304
FL23407,3544.819,5437.851,11649.534
FL23408,3185.414,6766.634,8287.196
FL23409,2442.279,5449.839,5758.72
FL23410,3472.996,4453.365,2670.31
FL23411,858.8,6225.881,3474.539
FL23412,3157.581,3871.383,6374.351
FL23413,2479.159,4210.768,5289.589
FL23414,4957.581,3322.212,4976.493
FL23415,3088.053,4837.149,9716.528
FL23416,3081.943,8398.457,9428.679
FL23417,2062.873,3570.913,11438.412
FL23418,9348.862,5568.911,10245.637
FL23419,1023.835,3363.761,1309.332
FL23420,9581.891,155.065,1594.465
FL23421,7280.238,6659.74,7701.585
FL23422,6802.762,9939.063,2.735
FL23423,3641.161,8431.98,7049.384
FL23424,9484.666,2663.677,11695.24
FL23425,1831.623,2790.882,10063.79
FL23426,4290.487,1641.418,1784.754
FL23427,1096.221,7435.827,9933.588
FL23428,9849.527,5680.343,7259.645
FL23429,3143.485,5760.781,5517.785
FL23430,1034.008,7015.296,7476.305
FL23431,4333.912,2607.789,2132.007
FL23432,7548.516,255.543,4802.988
FL23433,5579.277,8741.434,10897.023
FL23434,489.585,4896.336,6363.678
FL23435,1830.956,8895.064,5953.241
FL23436,8926.697,684.191,1113.744
FL23437,5612.484,3734.98,916.704
FL23438,8317.28,2288.229,2661.167
FL23439,7348.803,109.574,1816.428
FL23440,4142.272,1082.292,10192.254
FL23441,6449.785,8253.519,6386.032
FL23442,9614.117,700.302,6792.799
FL23443,7031.204,2704.471,4437.629
FL23444,9194.621,835.602,1521.442
FL23445,7411.687,7674.988,3637.963
FL23446,314.272,7721.541,4063.117
FL23447,4475.928,6497.541,7984.098
FL23448,5321.289,8035.65,7332.167
FL23449,5459.231,4786.078,6663.697
FL23450,9366.364,3329.617,3192.124
FL23451,7.85,5950.918,10061.934
FL23452,3260.546,309.358,9355.908
FL23453,1574.363,8740.735,11537.334
FL23454,5681.643,4026.161,11802.013
FL23455,8573.98,3883.279,6324.585
FL23456,5903.55,911.643,6510.447
FL23457,828.102,4920.094,6542.673
FL23458,1972.367,5242.152,1269.104
FL23459,6908.629,8991.708,4281.365
FL23460,7831.384,5643.35,167.584
FL23461,9918.233,435.825,749.469
FL23462,3244.477,2086.727,9211.356
FL23463,5478.731,372.255,8505.862
FL23464,6448.218,1673.78,10528.004
FL23465,9556.085,2103.975,7403.061
FL23466,5450.779,7916.46,6428.02
FL23467,3246.8,1349.017,10292.004
FL23468,314.576,2132.876,6954.926
FL23469,7224.96,2225.773,335.365
FL23470,7104.521,7432.039,6818.149
FL23471,4177.38,3735.535,10410.507
FL23472,1874.989,3059.908,8308.698
FL23473,2891.414,2605.491,7346.621
FL23474,7236.628,5902.553,117.373
FL23475,5463.718,2060.362,2682.604
FL23476,1660.516,3903.867,1638.651
FL23477,2516.091,4246.909,10618.742
FL23478,3038.432,7644.694,2177.976
FL23479,2686.332,8749.951,6077.836
FL23480,8591.79,7695.862,263.509
FL23481,3883.953,2021.185,1622.348
FL23482,951.187,7802.664,9570.544
FL23483,8873.241,7265.883,10771.465
FL23484,7392.559,9557.057,7706.939
FL23485,6058.522,992.955,1901.508
FL23486,5190.556,3399.847,8602.69
FL23487,6572.225,1066.738,11929.515
FL23488,7707.791,5160.858,10753.289
FL23489,9887.649,1040.217,2737.209
FL23490,7959.177,5026.716,2694.307
FL23491,9833.945,915.381,775.014
FL23492,7361.302,1709.143,10492.082
FL23493,2121.034,2218.679,6963.912
FL23494,462.547,1746.43,8003.877
FL23495,2061.432,9595.312,6538.275
FL23496,8290.09,7500.669,130.079
FL23497,6550.876,4947.115,11941.997
FL23498,7634.371,1416.694,9570.874
FL23499,6752.324,7169.162,2700.867
FL23500,3750.149,7361.953,11553.574
FL23501,8952.315,336.465,3466.974
FL23502,8880.895,6298.999,9392.102
FL23503,9188.61,1014.654,6128.833
FL23504,7837.598,8942.45,2041.367
FL23505,457.778,6761.265,115.279
FL23506,927.989,3657.869,1798.089
FL23507,2682.34,69.479,7515.211
FL23508,9204.198,6456.361,10191.347
FL23509,1401.57,9114.894,989.46
FL23510,8102.674,7294.737,111.9
FL23511,7036.428,6916.555,9126.579
FL23512,6745.099,7618.055,5831.501
FL23513,20.842,8949.478,2268.236
FL23514,4406.334,2503.603,11663.566
FL23515,8365.548,1811.718,6350.7
FL23516,479.001,7539.564,5696.108
FL23517,8665.134,1347.427,5781.398
FL23518,7517.367,7448.509,11792.393
FL23519,6825.5,4497.457,8529.615
FL23520,346.653,1918.712,2098.074
FL23521,2523.467,1314.143,11085.899
FL23522,644.686,8873.419,851.805
FL23523,8395.325,9927.2,9335.306
FL23524,1038.991,762.578,4090.162
FL23525,1219.108,7421.356,7592.084
FL23526,3799.61,6020.217,6030.822
FL23527,5536.087,599.748,1991.215
FL23528,3036.966,2280.804,810.288
FL23529,5350.453,5710.615,9707.331
FL23530,6223.921,4100.727,4206.361
FL23531,6493.442,8928.286,1492.289
FL23532,341.376,9745.443,5224.586
FL23533,3693.04,875.17,8352.944
FL23534,1428.813,8504.965,10229.787
FL23535,4201.807,6120.79,2449.363
FL23536,4076.885,8306.921,5992.554
FL23537,3783.271,2570.295,6277.658
FL23538,5213.607,4032.304,6019.374
FL23539,3843.479,8415.068,28.789
FL23540,7732.963,2344.52,1283.326
FL23541,1895.762,811.095,11897.093
FL23542,4123.03,6637.602,5800.964
FL23543,1568.616,6458.604,9851.817
FL23544,4961.15,679.777,1418.17
FL23545,3463.142,7261.442,11156.876
FL23546,9381.38,9740.393,9703.828
FL23547,7097.065,9589.08,6270.044
FL23548,7513.928,631.271,7183.998
FL23549,3669.521,1398.798,11959.193
FL23550,8654.157,5976.692,2698.481
FL23551,9332.068,836.523,3842.49
FL23552,7845.537,6616.346,2962.344
FL23553,1009.44,3176.834,4642.747
FL23554,9599.317,9597.049,75.924
FL23555,3565.754,1856.514,655.753
FL23556,2671.768,7155.678,11739.958
FL23557,8693.009,6888.061,7162.972
FL23558,401.704,2509.788,10117.674
FL23559,5797.185,7277.136,4002.324
FL23560,7179.177,1294.569,1459.025
FL23561,2445.018,1266.27,2644.547
FL23562,6444.998,3484.537,8044.417
FL23563,2608.843,9275.209,8538.115
FL23564,2253.933,3525.044,4194.874
FL23565,1902.1,9256.5,5647.44
FL23566,7412.574,9029.451,1148.683
FL23567,4741.673,428.082,1672.131
FL23568,717.248,863.208,445.703
FL23569,8159.021,172.366,2323.766
FL23570,8020.355,9896.845,7012.493
FL23571,5902.183,5379.62,7463.57
FL23572,4646.283,2781.619,340.054
FL23573,9697.894,6675.29,8252.049
FL23574,8120.931,5948.931,1374.42
FL23575,8267.865,4043.958,10835.023
FL23576,6922.561,1574.326,3381.693
FL23577,8621.678,9434.03,6255.719
FL23578,2461.597,499.747,10147.822
FL23579,8543.618,5128.088,794.094
FL23580,716.212,3640.836,9263.523
FL23581,3580.994,8201.406,3065.695
FL23582,6996.265,8346.352,6407.227
FL23583,8719.145,7882.233,9911.256
FL23584,2216.133,9911.654,9854.666
FL23585,3040.004,7258.064,10726.17
FL23586,5852.825,8763.608,10301.424
FL23587,9304.044,3830.809,7535.534
FL23588,4222.647,8825.589,9098.554
FL23589,7900.104,9462.373,6945.45
FL23590,9295.901,5451.794,8698.049
FL23591,8257.705,859.855,6402.956
FL23592,4905.631,3854.672,3144.14
FL23593,3844.447,6339.952,3069.869
FL23594,5230.159,2482.46,3413.558
FL23595,8278.221,2383.311,571.912
FL23596,6101.338,4806.056,7178.676
FL23597,3750.231,5471.767,11197.675
FL23598,8608.161,9127.061,3741.496
FL23599,966.284,6230.353,5228.984
FL23600,9252.628,4091.388,6697.74
FL23601,6802.845,1127.385,6977.732
FL23602,1987.283,320.855,8426.147
FL23603,3245.679,959.376,9632.534
FL23604,5892.426,2798.307,8421.645
FL23605,7843.397,5578.33,1371.286
FL23606,4209.393,6627.301,7232.956
FL23607,7767.292,7264.39,2816.19
FL23608,6963.157,3513.197,6.689
FL23609,7881.521,5229.812,3305.451
FL23610,6678.114,1109.148,2026.034
FL23611,2037.819,5910.105,8224.006
FL23612,6506.629,4029.23,8951.359
FL23613,3769.689,9271.484,11661.376
FL23614,4921.206,7758.257,11420.482
FL23615,8508.437,4373.904,3858.892
FL23616,4541.036,7314.354,1179.179
FL23617,1367.577,9507.965,8382.65
FL23618,1558.669,418.724,11307.215
FL23619,9171.254,9958.915,3777.711
FL23620,510.129,5804.47,9082.108
FL23621,2219.936,7779.983,11005.433
FL23622,3242.951,618.271,1251.494
FL23623,3784.967,865.275,10168.013
FL23624,8618.153,2495.958,4133.474
FL23625,5820.517,8223.728,7264.576
FL23626,2398.754,4489.47,5784.789
FL23627,1811.119,197.86,9091.455
FL23628,1579.056,5067.725,4418.99
FL23629,1929.732,8497.166,10769.745
FL23630,9269.803,5611.186,2542.589
FL23631,8903.979,355.912,783.575
FL23632,5059.406,426.182,7282.276
FL23633,5519.835,2723.753,817.16
FL23634,6158.491,8073.982,1747.614
FL23635,1874.239,4645.141,4083.507
FL23636,959.723,5223.932,3006.769
FL23637,2255.143,5501.691,6693.867
FL23638,8745.144,6859.823,9675.178
FL23639,99.551,629.448,10529.725
FL23640,3858.033,8338.832,8205.539
FL23641,506.965,2979.091,11490.129
FL23642,7602.477,810.516,8224.303
FL23643,7438.222,9515.079,9489.383
FL23644,484.456,3845.609,2092.427
FL23645,5304.081,2646.155,7037.93
FL23646,7786.277,1875.311,8409.394
FL23647,2589.685,2813.867,2804.135
FL23648,8521.119,6379.261,6378.951
FL23649,6899.243,2070.357,3828.119
FL23650,1661.885,5786.699,8296.729
FL23651,1944.188,403.685,94.527
FL23652,5174.635,6885.321,1603.864
FL23653,3404.971,7306.674,4708.718
FL23654,4036.921,845.689,6268.87
FL23655,6898.611,4595.406,8331.633
FL23656,6619.526,7786.964,9978.23
FL23657,5773.454,6269.77,9996.773
FL23658,9014.712,2740.692,5723.044
FL23659,1926.739,5838.93,10805.806
FL23660,5669.65,8565.436,3970.067
FL23661,8801.946,8950.449,5814.832
FL23662,923.687,6229.691,11057.184
FL23663,6716.407,4369.138,9805.308
FL23664,4100.412,7296.343,7056.539
FL23665,679.342,9930.13,778.548
FL23666,1520.034,282.549,5376.485
FL23667,2572.897,9355.318,7629.603
FL23668,8743.86,7979.282,9064.333
FL23669,2089.95,7341.253,1672.302
FL23670,3710.658,806.774,5810.631
FL23671,6769.688,3363.756,4242.234
FL23672,2938.797,6702.134,1365.763
FL23673,4953.288,7161.572,7957.012
FL23674,9776.079,1677.386,1038.246
FL23675,6215.953,9180.266,1635.871
FL23676,454.87,2709.335,3304.951
FL23677,9403.059,1842.571,10027.165
FL23678,4008.629,34.687,3235.528
FL23679,2983.636,2947.364,8526.259
FL23680,384.808,8430.842,11074.762
FL23681,5067.549,9244.985,10057.093
FL23682,1564.286,4707.942,9096.8
FL23683,4465.891,6050.973,5964.86
FL23684,272.96,9858.701,766.001
FL23685,9651.403,8570.637,635.913
FL23686,766.291,6636.127,11334.213
FL23687,4527.08,3966.939,5017.298
FL23688,7210.998,4585.566,8587.159
FL23689,4248.194,1398.704,3922.433
FL23690,1464.055,3756.883,9250.356
FL23691,5450.265,2138.673,2947.651
FL23692,7877.172,9449.822,1724.553
FL23693,5738.097,7506.111,65.74
FL23694,1988.864,5473.578,3397.73
FL23695,3320.413,680.973,2311.812
FL23696,8193.348,9698.277,7336.031
FL23697,1559.984,7150.763,9094.562
FL23698,7638.894,8593.872,1442.736
FL23699,6654.911,9931.949,7597.314
FL23700,6722.067,7577.709,6859.317
FL23701,8884.593,3069.988,139.606
FL23702,470.793,4309.627,8203.636
FL23703,5.957,2639.26,5070.501
FL23704,1167.362,7266.761,4443.796
FL23705,3941.875,7290.19,10295.6
FL23706,5703.458,8628.263,10134.027
FL23707,8265.171,3838.631,9622.37
FL23708,6840.51,8865.061,3776.283
FL23709,815.228,8946.946,3317.572
FL23710,7553.428,9576.711,3977.802
FL23711,8819.032,8706.893,6047.31
FL23712,5476.96,7143.094,5020.216
FL23713,4830.195,2374.173,1471.428
FL23714,5265.407,7569.043,10725.064
FL23715,1263.807,3047.211,6191.047
FL23716,5704.581,8158.136,837.656
FL23717,3064.391,3285.099,1819.724
FL23718,6672.906,1210.137,1464.106
FL23719,560.143,8869.427,10362.979
FL23720,8102.152,438.284,1933.56
FL23721,5807.06,7704.753,6386.617
FL23722,5246.394,9366.76,1211.295
FL23723,7425.63,7501.1,1443.322
FL23724,718.183,9361.438,7981.076
FL23725,3421.526,7187.386,10324.734
FL23726,1132.996,6712.822,11442.984
FL23727,789.257,8943.374,5779.902
FL23728,7959.82,5984.817,9863.126
FL23729,3626.694,1935.626,3038.728
FL23730,4068.9,8997.967,4855.671
FL23731,7980.825,7601.395,8710.315
FL23732,1584.087,5007.833,9224.449
FL23733,2562.616,2552.785,4838.134
FL23734,4611.381,2831.029,10495.146
FL23735,9422.169,2131.653,4045.255
FL23736,6042.855,411.92,9533.854
FL23737,5309.623,2582.828,2320.943
FL23738,4426.794,7433.534,5376.995
FL23739,4036.268,2179.2,5904.098
FL23740,4065.938,7177.357,11473.921
FL23741,1618.705,2077.399,4838.124
FL23742,4567.929,1032.31,1793.851
FL23743,8257.3,7393.83,2070.739
FL23744,5943.685,1112.478,3983.804
FL23745,7733.121,4711.297,11911.174
FL23746,9657.54,3190.722,8788.779
FL23747,6016.152,2590.831,8109.129
FL23748,425.185,5749.886,9281.513
FL23749,6719.116,5818.495,6471.703
FL23750,4888.289,6330.784,4224.517
FL23751,9640.968,1766.406,4004.17
FL23752,7649.944,2468.985,10478.152
FL23753,2885.484,1283.582,10462.232
FL23754,2172.694,4527.304,1822.792
FL23755,7001.199,1499.127,11190.147
FL23756,7960.986,9351.869,11914.584
FL23757,4344.874,8325.026,5343.065
FL23758,6375.606,8854.285,3106.263
FL23759,1845.859,3083.243,5625.298
FL23760,4616.538,2667.995,2732.686
FL23761,9972.941,2738.882,856.963
FL23762,5753.407,4301.093,1251.546
FL23763,7813.865,9298.635,4752.956
FL23764,7097.747,1406.496,5453.988
FL23765,9422.62,1979.09,9309.638
FL23766,269.221,7950.009,8663.007
FL23767,6415.205,4264.76,3100.516
FL23768,1211.502,4518.738,3981.747
FL23769,5227.158,4047.536,3428.061
FL23770,8685.021,8688.401,7956.208
FL23771,1269.122,9489.171,9477.666
FL23772,8845.383,6777.982,268.695
FL23773,6405.475,7717.861,5132.991
FL23774,3433.409,1951.465,190.923
FL23775,7379.574,1969.045,7870.856
FL23776,2542.751,7567.804,11650.068
FL23777,7231.401,6265.819,8330.306
FL23778,8998.467,8279.182,6856.771
FL23779,854.048,6365.68,8833.357
FL23780,2600.918,9627.025,888.14
FL23781,5321.799,9009.51,10061.864
FL23782,1557.499,7568.513,3215.866
FL23783,4220.939,5226.034,11401.894
FL23784,8069.793,8100.329,6249.685
FL23785,5843.701,7031.907,8897.87
FL23786,2933.933,8361.866,6017.845
FL23787,2457.244,4396.949,1159.067
FL23788,7514.43,1310.504,11961.184
FL23789,1396.374,1952.138,11028.666
FL23790,3587.712,9779.775,11977.107
FL23791,4097.509,7587.577,10839.659
FL23792,5364.786,7772.368,7212.622
FL23793,3398.693,1501.281,10485.406
